fecha,defunciones_corregidas,tavg,tmin,tmax
2015-01-01,148.74,5.9,-1.0,10.4
2015-01-02,159.11,7.6,-1.0,12.0
2015-01-03,161.42,7.7,1.2,11.4
2015-01-04,140.67,10.1,1.4,14.0
2015-01-05,181.02,7.7,1.5,12.0
2015-01-06,167.19,5.7,0.8,9.8
2015-01-07,198.32,6.9,0.8,10.7
2015-01-08,162.57,8.2,0.4,12.3
2015-01-09,169.49,9.7,2.0,13.5
2015-01-10,168.34,8.2,1.7,12.6
2015-01-11,172.95,8.5,2.4,13.7
2015-01-12,172.95,9.0,3.6,11.8
2015-01-13,172.95,8.2,2.4,12.4
2015-01-14,200.62,5.4,2.4,8.2
2015-01-15,184.48,7.6,5.0,10.8
2015-01-16,174.1,5.9,2.6,8.0
2015-01-17,179.87,4.6,-1.1,8.5
2015-01-18,161.42,2.1,0.3,3.5
2015-01-19,170.64,5.6,0.6,7.2
2015-01-20,185.63,3.9,0.2,6.5
2015-01-21,207.54,3.6,0.8,5.6
2015-01-22,198.32,5.0,1.8,8.4
2015-01-23,167.19,5.9,0.4,9.8
2015-01-24,154.5,5.2,-1.4,10.7
2015-01-25,155.66,8.9,1.8,12.6
2015-01-26,183.33,8.4,0.5,12.9
2015-01-27,201.78,9.6,2.0,13.3
2015-01-28,207.54,8.9,1.3,12.8
2015-01-29,184.48,9.3,3.9,12.2
2015-01-30,176.41,11.7,9.6,15.4
2015-01-31,196.01,6.7,3.4,10.8
2015-02-01,185.63,5.2,1.8,8.0
2015-02-02,170.64,3.8,3.2,5.1
2015-02-03,204.08,6.6,2.0,9.6
2015-02-04,187.94,2.2,0.4,5.1
2015-02-05,192.55,3.6,0.6,5.6
2015-02-06,167.19,3.3,-0.4,5.7
2015-02-07,154.5,1.3,-1.0,3.4
2015-02-08,184.48,4.7,-1.7,8.5
2015-02-09,176.41,5.9,0.6,10.4
2015-02-10,197.16,6.7,2.8,9.0
2015-02-11,190.25,6.7,4.5,8.6
2015-02-12,194.86,8.7,4.2,11.6
2015-02-13,145.28,7.9,2.7,12.2
2015-02-14,178.72,9.3,6.7,12.3
2015-02-15,147.58,10.9,6.7,14.8
2015-02-16,181.02,10.4,6.0,13.1
2015-02-17,163.73,9.0,4.4,11.8
2015-02-18,132.6,7.7,3.7,10.8
2015-02-19,153.35,8.1,2.6,12.6
2015-02-20,160.27,7.8,2.1,11.3
2015-02-21,179.87,9.9,5.0,13.0
2015-02-22,122.22,9.6,2.2,13.8
2015-02-23,163.73,10.7,6.6,13.7
2015-02-24,145.28,7.9,4.2,11.5
2015-02-25,154.5,10.1,4.1,14.3
2015-02-26,151.04,11.1,6.6,13.4
2015-02-27,160.27,12.1,7.4,14.3
2015-02-28,152.2,11.4,3.8,16.4
2015-03-01,136.05,14.9,9.6,18.7
2015-03-02,147.58,12.8,8.1,18.1
2015-03-03,140.67,12.9,9.1,17.2
2015-03-04,134.9,12.4,5.0,15.2
2015-03-05,123.37,10.0,2.3,14.5
2015-03-06,123.37,12.6,4.6,18.3
2015-03-07,131.44,15.2,5.0,21.6
2015-03-08,132.6,16.8,6.1,22.2
2015-03-09,131.44,15.8,6.0,21.7
2015-03-10,164.88,16.6,8.2,22.6
2015-03-11,132.6,16.1,6.2,22.4
2015-03-12,129.14,16.1,8.0,21.5
2015-03-13,125.68,14.2,8.6,18.0
2015-03-14,134.9,10.1,4.4,13.7
2015-03-15,125.68,6.6,2.4,9.3
2015-03-16,124.52,8.4,1.2,12.5
2015-03-17,138.36,9.7,4.8,13.6
2015-03-18,117.61,6.4,3.2,9.1
2015-03-19,117.61,9.5,5.8,11.9
2015-03-20,130.29,10.5,8.2,13.1
2015-03-21,130.29,9.0,6.8,11.6
2015-03-22,123.37,9.8,7.7,12.5
2015-03-23,145.28,7.1,6.0,8.5
2015-03-24,142.97,10.8,6.1,14.0
2015-03-25,114.15,7.6,3.5,10.3
2015-03-26,142.97,10.0,2.5,14.7
2015-03-27,140.67,16.8,8.6,20.5
2015-03-28,124.52,18.3,8.6,25.0
2015-03-29,125.68,18.1,11.1,23.0
2015-03-30,132.6,20.4,13.0,26.7
2015-03-31,149.89,21.6,12.0,26.6
2015-04-01,118.76,17.6,9.8,22.3
2015-04-02,119.91,17.3,7.7,23.6
2015-04-03,146.43,19.0,12.3,24.0
2015-04-04,110.69,17.3,9.8,22.0
2015-04-05,132.6,17.9,9.0,23.7
2015-04-06,147.58,15.4,9.6,21.2
2015-04-07,115.3,13.1,8.2,18.3
2015-04-08,124.52,13.0,6.7,18.0
2015-04-09,130.29,7.7,6.1,10.8
2015-04-10,133.75,12.9,8.5,16.6
2015-04-11,130.29,15.5,9.8,22.0
2015-04-12,104.92,16.6,10.8,21.2
2015-04-13,116.45,18.2,12.7,23.0
2015-04-14,110.69,18.6,11.8,24.5
2015-04-15,119.91,15.1,11.4,18.8
2015-04-16,134.9,13.1,10.2,16.7
2015-04-17,132.6,15.8,11.6,20.0
2015-04-18,129.14,14.2,9.2,18.9
2015-04-19,112.99,13.7,7.2,18.8
2015-04-20,119.91,16.7,8.6,21.3
2015-04-21,134.9,17.4,12.0,22.1
2015-04-22,95.7,16.7,11.8,21.6
2015-04-23,111.84,18.7,10.4,23.6
2015-04-24,134.9,18.5,12.1,22.5
2015-04-25,110.69,14.9,11.6,18.8
2015-04-26,126.83,11.4,9.2,15.0
2015-04-27,124.52,12.7,8.0,16.6
2015-04-28,130.29,15.2,8.6,19.5
2015-04-29,115.3,16.2,10.6,20.8
2015-04-30,134.9,17.9,10.0,23.0
2015-05-01,117.61,18.3,12.9,23.7
2015-05-02,108.38,20.8,14.2,26.4
2015-05-03,114.15,19.0,16.8,21.4
2015-05-04,115.3,21.3,14.6,26.9
2015-05-05,122.22,15.9,11.5,21.0
2015-05-06,107.23,17.2,9.4,23.0
2015-05-07,124.52,21.2,11.1,28.2
2015-05-08,125.68,19.1,12.9,24.7
2015-05-09,116.45,22.7,13.0,28.2
2015-05-10,116.45,25.5,16.4,31.5
2015-05-11,132.6,26.2,17.2,32.4
2015-05-12,136.05,26.7,17.2,33.3
2015-05-13,157.96,28.3,19.5,35.5
2015-05-14,138.36,25.9,16.4,32.5
2015-05-15,108.38,18.8,11.8,23.0
2015-05-16,100.31,21.4,10.4,27.7
2015-05-17,138.36,23.9,13.6,30.0
2015-05-18,125.68,25.3,16.4,31.6
2015-05-19,106.08,19.3,10.4,22.8
2015-05-20,111.84,16.4,7.4,21.6
2015-05-21,106.08,17.1,8.4,22.3
2015-05-22,123.37,16.8,7.7,22.7
2015-05-23,114.15,18.1,9.5,23.8
2015-05-24,119.91,19.6,11.4,24.7
2015-05-25,103.77,21.6,13.7,25.8
2015-05-26,109.54,22.6,12.5,27.9
2015-05-27,98.01,23.1,13.3,29.3
2015-05-28,123.37,25.5,16.2,31.3
2015-05-29,127.98,23.9,17.1,30.4
2015-05-30,127.98,24.4,15.0,29.9
2015-05-31,101.46,25.4,16.3,30.8
2015-06-01,108.38,26.1,17.4,31.5
2015-06-02,112.99,27.2,18.4,32.6
2015-06-03,141.82,28.3,19.8,33.6
2015-06-04,125.68,27.3,19.2,32.3
2015-06-05,126.83,27.3,18.0,32.2
2015-06-06,138.36,28.4,19.4,34.0
2015-06-07,108.38,28.9,21.2,34.1
2015-06-08,109.54,27.7,19.8,33.0
2015-06-09,115.3,25.0,18.4,32.3
2015-06-10,107.23,21.5,17.0,27.3
2015-06-11,141.82,18.3,15.4,22.5
2015-06-12,112.99,19.3,14.5,23.0
2015-06-13,117.61,19.2,15.1,22.1
2015-06-14,109.54,17.9,12.6,22.4
2015-06-15,106.08,16.7,11.6,20.6
2015-06-16,117.61,21.7,12.6,25.4
2015-06-17,129.14,22.7,14.6,26.8
2015-06-18,125.68,24.7,14.7,30.0
2015-06-19,108.38,28.0,17.7,32.4
2015-06-20,132.6,28.6,17.3,33.7
2015-06-21,109.54,29.7,20.0,35.1
2015-06-22,111.84,29.3,22.0,34.0
2015-06-23,100.31,25.6,19.0,31.6
2015-06-24,102.62,26.1,17.4,30.4
2015-06-25,95.7,27.8,19.3,32.8
2015-06-26,145.28,30.1,19.9,35.4
2015-06-27,126.83,32.0,20.8,37.3
2015-06-28,112.99,33.8,22.2,38.8
2015-06-29,145.28,33.9,24.9,39.3
2015-06-30,145.28,33.2,24.6,38.4
2015-07-01,146.43,31.3,22.7,35.6
2015-07-02,151.04,28.9,22.2,33.0
2015-07-03,166.03,30.9,22.4,36.5
2015-07-04,132.6,31.3,23.2,36.7
2015-07-05,151.04,32.4,23.5,37.1
2015-07-06,155.66,34.1,24.0,39.6
2015-07-07,159.11,33.7,22.8,38.3
2015-07-08,174.1,33.6,24.1,38.2
2015-07-09,151.04,32.4,22.0,38.9
2015-07-10,154.5,31.9,22.7,37.4
2015-07-11,156.81,31.8,22.4,37.4
2015-07-12,136.05,32.2,23.2,37.5
2015-07-13,142.97,33.2,24.2,38.6
2015-07-14,161.42,33.9,24.4,39.5
2015-07-15,154.5,33.7,24.5,39.4
2015-07-16,170.64,32.7,24.2,38.3
2015-07-17,163.73,32.1,25.6,36.3
2015-07-18,181.02,29.1,23.4,33.6
2015-07-19,121.07,29.9,22.4,34.4
2015-07-20,129.14,32.2,23.4,36.8
2015-07-21,142.97,32.3,22.8,37.3
2015-07-22,133.75,30.3,24.0,34.2
2015-07-23,129.14,30.9,21.6,36.9
2015-07-24,130.29,30.2,21.8,34.3
2015-07-25,117.61,28.7,20.0,33.8
2015-07-26,122.22,30.9,22.0,36.3
2015-07-27,110.69,32.4,23.7,37.6
2015-07-28,112.99,32.1,23.0,38.0
2015-07-29,123.37,31.7,22.5,36.8
2015-07-30,133.75,29.4,22.0,34.3
2015-07-31,104.92,26.5,19.6,30.5
2015-08-01,114.15,26.3,17.6,31.7
2015-08-02,103.77,29.2,21.2,34.6
2015-08-03,98.01,30.8,23.0,35.5
2015-08-04,106.08,29.8,21.5,34.5
2015-08-05,115.3,30.1,21.6,35.5
2015-08-06,99.16,31.1,19.8,37.2
2015-08-07,111.84,30.8,20.4,35.4
2015-08-08,101.46,29.6,20.6,33.6
2015-08-09,91.09,27.3,16.2,33.3
2015-08-10,99.16,30.0,18.6,36.8
2015-08-11,141.82,29.7,21.3,34.0
2015-08-12,102.62,28.1,19.8,32.6
2015-08-13,123.37,22.4,16.7,27.5
2015-08-14,100.31,22.6,15.0,27.0
2015-08-15,93.39,24.1,17.6,28.2
2015-08-16,98.01,25.6,17.5,29.5
2015-08-17,116.45,27.3,19.6,31.7
2015-08-18,106.08,27.4,19.2,32.3
2015-08-19,99.16,27.2,18.2,32.4
2015-08-20,91.09,29.2,19.8,34.2
2015-08-21,94.55,28.4,22.0,33.1
2015-08-22,109.54,26.4,17.4,31.7
2015-08-23,87.63,21.8,18.0,26.0
2015-08-24,118.76,20.8,13.6,24.8
2015-08-25,87.63,24.2,14.4,29.0
2015-08-26,106.08,26.8,18.6,32.1
2015-08-27,108.38,26.8,18.2,32.3
2015-08-28,96.85,28.5,17.0,34.2
2015-08-29,114.15,30.1,22.0,34.8
2015-08-30,114.15,27.0,21.5,34.8
2015-08-31,93.39,23.9,19.8,28.0
2015-09-01,93.39,25.3,18.0,30.0
2015-09-02,118.76,25.6,19.2,29.5
2015-09-03,91.09,22.2,16.7,26.5
2015-09-04,99.16,21.7,16.1,26.0
2015-09-05,115.3,21.2,13.5,26.8
2015-09-06,116.45,23.4,16.6,27.1
2015-09-07,88.78,22.2,16.2,27.3
2015-09-08,116.45,22.8,14.0,27.7
2015-09-09,85.32,23.1,15.5,28.2
2015-09-10,124.52,23.8,17.4,28.0
2015-09-11,101.46,24.6,16.8,30.1
2015-09-12,88.78,23.5,19.0,27.4
2015-09-13,102.62,20.3,16.8,24.4
2015-09-14,104.92,19.4,13.8,24.2
2015-09-15,92.24,16.7,14.4,19.8
2015-09-16,110.69,17.8,14.4,21.7
2015-09-17,80.71,15.8,10.0,20.0
2015-09-18,121.07,18.8,11.2,23.8
2015-09-19,106.08,21.1,13.2,25.4
2015-09-20,107.23,22.6,14.5,28.1
2015-09-21,116.45,23.9,14.0,29.0
2015-09-22,117.61,23.3,13.7,28.4
2015-09-23,95.7,20.3,15.0,24.1
2015-09-24,94.55,21.7,14.1,27.1
2015-09-25,112.99,24.4,16.0,28.9
2015-09-26,98.01,23.2,16.6,28.0
2015-09-27,102.62,22.9,16.0,26.5
2015-09-28,121.07,19.8,13.8,24.2
2015-09-29,127.98,19.7,12.7,23.6
2015-09-30,129.14,18.8,15.3,23.4
2015-10-01,117.61,20.4,12.4,25.0
2015-10-02,115.3,20.4,14.0,25.5
2015-10-03,96.85,19.8,14.5,23.7
2015-10-04,121.07,18.5,15.5,22.0
2015-10-05,101.46,19.8,16.7,22.4
2015-10-06,104.92,17.3,14.0,20.7
2015-10-07,93.39,17.3,12.2,20.2
2015-10-08,99.16,17.1,11.6,22.0
2015-10-09,140.67,17.4,11.9,21.5
2015-10-10,116.45,17.2,10.8,22.3
2015-10-11,94.55,17.0,13.7,19.8
2015-10-12,111.84,18.1,14.6,21.8
2015-10-13,94.55,13.8,11.2,15.7
2015-10-14,94.55,13.8,7.4,17.2
2015-10-15,118.76,14.8,7.5,19.1
2015-10-16,114.15,15.5,8.0,20.0
2015-10-17,130.29,17.0,12.7,22.6
2015-10-18,111.84,15.7,13.6,18.3
2015-10-19,92.24,16.6,13.2,19.0
2015-10-20,129.14,17.6,11.4,20.0
2015-10-21,130.29,13.0,6.8,16.2
2015-10-22,108.38,14.3,7.2,18.8
2015-10-23,119.91,14.9,9.3,18.4
2015-10-24,121.07,16.6,11.6,20.1
2015-10-25,125.68,17.4,13.4,20.4
2015-10-26,123.37,14.8,13.0,18.2
2015-10-27,112.99,13.7,9.2,16.5
2015-10-28,116.45,12.5,8.5,15.3
2015-10-29,121.07,14.2,11.5,16.3
2015-10-30,144.13,16.9,10.9,20.3
2015-10-31,122.22,16.9,12.0,19.7
2015-11-01,138.36,16.4,14.1,19.0
2015-11-02,123.37,11.7,9.9,15.0
2015-11-03,101.46,12.1,9.2,13.8
2015-11-04,110.69,13.4,10.9,16.0
2015-11-05,111.84,15.1,12.0,17.3
2015-11-06,142.97,16.8,11.3,19.4
2015-11-07,115.3,18.3,11.5,21.4
2015-11-08,149.89,18.2,12.6,20.8
2015-11-09,109.54,17.1,10.9,20.6
2015-11-10,136.05,16.9,9.4,19.2
2015-11-11,129.14,15.7,8.4,19.3
2015-11-12,123.37,15.7,7.7,19.2
2015-11-13,121.07,15.7,8.2,19.2
2015-11-14,112.99,14.2,9.6,16.3
2015-11-15,112.99,14.2,7.2,17.2
2015-11-16,112.99,12.3,6.7,16.0
2015-11-17,107.23,11.9,5.7,15.5
2015-11-18,139.51,14.4,6.0,18.3
2015-11-19,118.76,15.5,8.5,19.0
2015-11-20,99.16,14.0,7.9,18.7
2015-11-21,125.68,12.3,4.4,15.9
2015-11-22,124.52,6.6,3.3,9.0
2015-11-23,103.77,7.1,2.7,10.2
2015-11-24,116.45,7.8,2.0,10.6
2015-11-25,137.21,13.1,7.6,15.8
2015-11-26,136.05,13.3,6.2,15.7
2015-11-27,112.99,13.5,7.0,15.8
2015-11-28,145.28,11.9,5.0,15.4
2015-11-29,115.3,9.2,2.4,12.6
2015-11-30,119.91,10.1,1.5,14.5
2015-12-01,123.37,8.8,2.6,14.0
2015-12-02,139.51,9.2,3.7,13.2
2015-12-03,130.29,10.5,4.3,14.7
2015-12-04,125.68,11.8,6.2,16.3
2015-12-05,144.13,13.1,6.8,16.6
2015-12-06,118.76,11.3,5.9,15.1
2015-12-07,125.68,9.3,7.0,11.7
2015-12-08,130.29,10.9,7.2,13.8
2015-12-09,127.98,11.4,8.4,14.5
2015-12-10,127.98,10.7,7.3,13.1
2015-12-11,130.29,11.6,8.5,13.5
2015-12-12,115.3,9.8,8.5,11.5
2015-12-13,116.45,8.3,5.1,12.2
2015-12-14,121.07,11.2,8.8,14.1
2015-12-15,121.07,12.0,8.0,15.3
2015-12-16,134.9,11.2,6.2,15.5
2015-12-17,118.76,10.9,6.0,14.8
2015-12-18,133.75,11.6,7.1,14.9
2015-12-19,127.98,11.3,6.3,15.4
2015-12-20,126.83,10.4,6.4,15.3
2015-12-21,124.52,9.8,5.0,13.3
2015-12-22,116.45,10.7,4.5,14.6
2015-12-23,136.05,9.4,4.6,14.2
2015-12-24,134.9,6.2,3.2,10.0
2015-12-25,139.51,8.4,2.9,13.2
2015-12-26,114.15,8.0,3.5,11.1
2015-12-27,132.6,9.9,5.4,13.5
2015-12-28,139.51,10.0,6.2,14.1
2015-12-29,133.75,7.4,5.6,10.6
2015-12-30,139.51,7.9,6.8,10.4
2015-12-31,139.51,10.3,9.2,12.2
2016-01-01,141.82,10.9,8.2,14.4
2016-01-02,122.22,8.4,5.0,11.4
2016-01-03,122.22,7.4,4.7,11.9
2016-01-04,142.97,12.1,6.8,13.5
2016-01-05,166.03,6.9,4.1,9.6
2016-01-06,131.44,4.8,1.4,8.9
2016-01-07,170.64,12.3,8.9,14.4
2016-01-08,155.66,11.1,10.4,12.9
2016-01-09,124.52,9.5,8.2,11.5
2016-01-10,136.05,10.1,8.5,12.0
2016-01-11,163.73,8.8,5.2,11.3
2016-01-12,134.9,6.1,3.1,10.6
2016-01-13,130.29,6.3,2.0,9.6
2016-01-14,137.21,6.9,3.8,8.6
2016-01-15,145.28,8.1,4.0,9.6
2016-01-16,151.04,6.2,0.6,8.3
2016-01-17,106.08,3.9,-0.9,7.0
2016-01-18,124.52,6.4,2.2,9.8
2016-01-19,153.35,6.4,2.7,8.8
2016-01-20,162.57,6.5,1.6,9.2
2016-01-21,134.9,6.4,4.6,9.0
2016-01-22,136.05,8.9,6.0,11.3
2016-01-23,136.05,13.1,8.2,16.2
2016-01-24,127.98,13.2,8.2,17.5
2016-01-25,136.05,12.6,8.0,16.4
2016-01-26,139.51,10.2,7.0,14.4
2016-01-27,149.89,9.1,7.0,10.1
2016-01-28,147.58,7.9,7.4,9.6
2016-01-29,137.21,8.8,6.5,10.6
2016-01-30,130.29,9.6,4.2,12.9
2016-01-31,111.84,12.3,7.0,14.8
2016-02-01,146.43,11.9,5.3,15.4
2016-02-02,125.68,10.1,5.8,14.2
2016-02-03,121.07,11.1,5.7,14.4
2016-02-04,116.45,8.1,3.5,11.2
2016-02-05,142.97,7.0,3.2,10.7
2016-02-06,111.84,7.9,2.5,11.5
2016-02-07,139.51,8.1,3.9,10.6
2016-02-08,132.6,9.1,5.5,12.2
2016-02-09,124.52,10.5,8.6,12.6
2016-02-10,151.04,11.0,8.5,14.3
2016-02-11,137.21,12.6,10.5,16.2
2016-02-12,138.36,11.2,8.8,13.5
2016-02-13,129.14,12.5,11.6,13.8
2016-02-14,146.43,7.2,4.4,12.0
2016-02-15,112.99,6.6,3.0,10.5
2016-02-16,134.9,6.1,0.7,8.5
2016-02-17,134.9,4.6,-2.5,8.6
2016-02-18,154.5,5.7,3.4,10.2
2016-02-19,155.66,7.9,1.5,11.0
2016-02-20,159.11,9.8,2.2,13.5
2016-02-21,127.98,10.1,4.2,13.7
2016-02-22,148.74,10.9,5.0,15.2
2016-02-23,152.2,11.6,4.9,15.0
2016-02-24,140.67,7.5,4.2,10.7
2016-02-25,127.98,9.6,4.4,13.0
2016-02-26,153.35,6.1,3.3,8.2
2016-02-27,112.99,5.6,2.6,8.2
2016-02-28,111.84,7.8,3.7,11.7
2016-02-29,112.99,9.9,2.9,13.4
2016-03-01,139.51,10.7,1.6,16.6
2016-03-02,126.83,14.0,4.1,18.5
2016-03-03,141.82,11.1,4.8,15.5
2016-03-04,155.66,10.7,4.4,15.2
2016-03-05,142.97,7.1,2.8,10.8
2016-03-06,155.66,7.7,2.0,11.3
2016-03-07,134.9,7.4,3.6,10.5
2016-03-08,127.98,8.7,3.8,10.9
2016-03-09,160.27,9.4,3.1,14.5
2016-03-10,151.04,7.9,3.0,11.4
2016-03-11,155.66,10.6,4.2,13.9
2016-03-12,156.81,8.6,1.5,13.7
2016-03-13,137.21,10.4,2.6,15.3
2016-03-14,137.21,9.1,2.5,13.1
2016-03-15,129.14,9.3,3.0,14.9
2016-03-16,123.37,11.2,2.7,16.4
2016-03-17,125.68,11.6,5.1,16.2
2016-03-18,149.89,10.3,4.6,14.0
2016-03-19,144.13,9.8,7.3,12.4
2016-03-20,122.22,9.1,4.5,13.7
2016-03-21,145.28,10.3,5.9,14.2
2016-03-22,145.28,11.1,5.6,14.6
2016-03-23,140.67,10.6,4.3,14.0
2016-03-24,133.75,13.1,3.1,19.0
2016-03-25,114.15,13.5,4.9,17.2
2016-03-26,131.44,11.8,6.2,15.6
2016-03-27,118.76,11.4,7.5,15.8
2016-03-28,138.36,9.8,8.4,13.5
2016-03-29,133.75,14.1,9.0,18.7
2016-03-30,144.13,15.3,7.8,22.5
2016-03-31,136.05,8.3,4.3,13.2
2016-04-01,124.52,9.9,4.5,14.4
2016-04-02,152.2,11.2,3.5,17.1
2016-04-03,142.97,9.9,8.2,14.6
2016-04-04,116.45,8.4,6.6,9.9
2016-04-05,146.43,12.1,7.0,16.0
2016-04-06,134.9,13.7,6.0,20.1
2016-04-07,137.21,14.6,6.7,20.4
2016-04-08,122.22,10.5,5.3,14.2
2016-04-09,117.61,12.8,5.3,18.8
2016-04-10,115.3,9.4,6.3,13.8
2016-04-11,132.6,8.9,4.8,13.5
2016-04-12,139.51,9.7,7.2,12.7
2016-04-13,131.44,11.4,7.0,15.8
2016-04-14,136.05,13.8,7.8,18.9
2016-04-15,130.29,14.5,8.2,19.4
2016-04-16,119.91,12.2,9.9,13.8
2016-04-17,104.92,12.5,7.1,17.4
2016-04-18,124.52,16.1,7.5,21.6
2016-04-19,109.54,11.9,10.5,14.5
2016-04-20,124.52,10.6,8.5,12.2
2016-04-21,127.98,12.7,8.2,17.4
2016-04-22,112.99,13.4,9.6,17.5
2016-04-23,106.08,14.1,9.1,18.5
2016-04-24,111.84,14.6,7.5,18.2
2016-04-25,124.52,14.2,5.8,20.6
2016-04-26,129.14,16.9,7.8,22.3
2016-04-27,106.08,16.3,11.0,21.6
2016-04-28,132.6,15.1,10.5,18.5
2016-04-29,126.83,14.9,10.4,19.2
2016-04-30,116.45,14.9,8.4,19.8
2016-05-01,101.46,13.2,4.5,18.0
2016-05-02,101.46,16.9,4.9,23.7
2016-05-03,123.37,20.9,10.6,26.5
2016-05-04,112.99,21.4,13.0,27.5
2016-05-05,129.14,17.1,14.5,20.8
2016-05-06,134.9,13.6,10.8,16.2
2016-05-07,132.6,13.5,10.6,16.6
2016-05-08,116.45,10.8,9.5,12.4
2016-05-09,110.69,11.4,8.5,13.7
2016-05-10,107.23,11.4,8.4,16.7
2016-05-11,126.83,11.3,7.0,15.8
2016-05-12,138.36,12.1,8.2,16.0
2016-05-13,117.61,12.3,8.3,16.6
2016-05-14,114.15,15.4,9.0,19.3
2016-05-15,123.37,17.8,13.0,20.3
2016-05-16,129.14,18.6,9.2,23.7
2016-05-17,129.14,19.4,12.0,25.0
2016-05-18,136.05,20.7,12.4,25.9
2016-05-19,125.68,21.1,12.8,26.2
2016-05-20,109.54,23.0,14.0,28.2
2016-05-21,147.58,22.3,15.5,29.2
2016-05-22,116.45,17.9,13.4,23.0
2016-05-23,104.92,17.7,10.3,22.1
2016-05-24,114.15,20.1,14.6,25.6
2016-05-25,131.44,16.6,14.2,20.8
2016-05-26,118.76,20.3,13.9,24.8
2016-05-27,127.98,20.8,12.7,25.6
2016-05-28,112.99,14.9,12.2,20.6
2016-05-29,95.7,15.4,11.3,19.9
2016-05-30,92.24,17.2,11.2,21.6
2016-05-31,112.99,19.2,10.8,24.1
2016-06-01,125.68,21.5,12.0,27.1
2016-06-02,124.52,22.6,12.5,28.5
2016-06-03,107.23,24.3,16.0,29.5
2016-06-04,117.61,22.2,14.6,27.4
2016-06-05,130.29,23.9,15.4,28.4
2016-06-06,112.99,24.4,16.0,29.4
2016-06-07,131.44,27.0,18.4,32.7
2016-06-08,133.75,28.9,19.2,34.2
2016-06-09,129.14,30.0,19.7,34.7
2016-06-10,132.6,26.1,19.4,31.0
2016-06-11,134.9,26.2,19.0,31.2
2016-06-12,111.84,26.4,17.2,31.5
2016-06-13,124.52,26.6,19.0,31.7
2016-06-14,118.76,23.7,16.2,29.2
2016-06-15,123.37,17.0,13.0,21.5
2016-06-16,121.07,15.5,10.8,19.7
2016-06-17,123.37,18.8,11.3,22.5
2016-06-18,118.76,20.3,13.7,24.5
2016-06-19,114.15,22.1,11.8,27.8
2016-06-20,103.77,27.2,14.6,32.3
2016-06-21,125.68,28.9,19.5,34.2
2016-06-22,127.98,29.3,19.7,35.3
2016-06-23,125.68,27.7,19.3,33.4
2016-06-24,129.14,29.3,20.2,34.4
2016-06-25,142.97,28.2,19.0,33.3
2016-06-26,92.24,27.2,17.0,32.0
2016-06-27,91.09,28.7,19.0,34.3
2016-06-28,121.07,29.6,21.3,35.8
2016-06-29,114.15,30.1,22.4,35.4
2016-06-30,131.44,29.3,21.2,34.3
2016-07-01,116.45,29.6,21.0,34.5
2016-07-02,111.84,30.9,21.2,36.0
2016-07-03,121.07,30.9,20.4,36.5
2016-07-04,116.45,28.4,22.4,34.9
2016-07-05,114.15,29.9,19.3,35.1
2016-07-06,131.44,29.1,19.2,34.4
2016-07-07,126.83,26.4,20.4,31.3
2016-07-08,114.15,28.7,21.3,34.4
2016-07-09,99.16,31.8,23.0,36.7
2016-07-10,108.38,32.8,24.4,38.4
2016-07-11,142.97,32.2,24.9,37.2
2016-07-12,138.36,27.8,22.0,34.4
2016-07-13,146.43,24.7,16.2,30.2
2016-07-14,132.6,24.3,13.0,30.5
2016-07-15,108.38,25.1,14.0,31.2
2016-07-16,112.99,28.6,19.4,34.0
2016-07-17,111.84,30.8,21.2,36.5
2016-07-18,121.07,31.8,21.6,38.6
2016-07-19,96.85,31.4,22.2,36.9
2016-07-20,121.07,31.3,24.4,35.4
2016-07-21,129.14,30.1,21.0,35.3
2016-07-22,134.9,28.9,20.4,33.2
2016-07-23,114.15,26.3,17.8,31.7
2016-07-24,108.38,28.1,19.2,33.2
2016-07-25,95.7,31.0,21.4,36.6
2016-07-26,106.08,31.7,23.3,38.0
2016-07-27,100.31,32.6,24.1,38.0
2016-07-28,126.83,31.8,23.2,37.4
2016-07-29,108.38,32.6,24.6,38.4
2016-07-30,132.6,30.6,24.4,35.7
2016-07-31,122.22,28.2,19.9,34.4
2016-08-01,119.91,29.1,20.6,34.7
2016-08-02,114.15,30.4,22.2,36.7
2016-08-03,131.44,31.3,23.3,37.9
2016-08-04,119.91,30.5,22.6,36.0
2016-08-05,130.29,28.1,20.6,33.0
2016-08-06,118.76,29.2,20.0,35.2
2016-08-07,91.09,29.6,19.7,36.2
2016-08-08,107.23,29.7,22.4,35.4
2016-08-09,104.92,28.4,19.7,35.3
2016-08-10,104.92,24.1,16.6,29.5
2016-08-11,103.77,25.1,15.9,31.0
2016-08-12,106.08,26.8,18.6,33.0
2016-08-13,104.92,28.3,20.6,34.2
2016-08-14,116.45,28.7,20.3,34.4
2016-08-15,85.32,28.5,21.3,34.1
2016-08-16,109.54,28.4,21.7,34.2
2016-08-17,96.85,27.3,20.0,33.6
2016-08-18,104.92,28.2,20.6,33.7
2016-08-19,119.91,28.6,20.4,34.9
2016-08-20,114.15,27.9,22.0,33.0
2016-08-21,72.64,26.9,18.2,32.5
2016-08-22,121.07,29.4,21.4,35.3
2016-08-23,91.09,30.3,23.2,36.0
2016-08-24,124.52,29.1,21.4,34.7
2016-08-25,110.69,28.8,20.6,34.5
2016-08-26,101.46,28.8,21.4,33.3
2016-08-27,102.62,29.5,22.3,35.5
2016-08-28,112.99,30.3,22.0,35.4
2016-08-29,114.15,29.1,21.5,34.5
